Format Version,1.23,Take Name,Take 2023-06-01 10.47.29 AM,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2023-06-01 10.47.30.167 AM,Capture Start Frame,117940,Total Frames in Take,1865,Total Exported Frames,1865,Rotation Type,XYZ,Length Units,Centimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,spm,spm,spm,spm,spm,spm,cf,cf,cf,cf,cf,cf
,ID,"FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","FACDF9AEFF8D11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583","F54F36D2FF8F11EDF196A13ACAB86583"
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
204,3.400000,-0.332423,1.485551,0.627193,133.979660,134.712769,79.361160,6.986516,-8.485356,-2.051746,128.417877,29.612823,146.107544
205,3.416667,-0.371638,1.495671,0.630367,133.981705,134.719666,79.373802,1.036074,-8.068600,-5.110466,128.245117,30.457731,146.204681
206,3.433333,-0.368262,1.490966,0.630174,133.980591,134.718323,79.368958,3.651523,-8.140894,-4.531851,128.118881,31.187937,146.291382
207,3.450000,-0.325634,1.469990,0.632049,133.982254,134.720612,79.374298,1.384944,-8.137629,-5.092646,127.967499,31.966883,146.387619
208,3.466667,-0.367752,1.488312,0.630670,133.981873,134.718704,79.371887,1.699548,-8.136878,-4.620749,127.827072,32.758797,146.480804
209,3.483333,-0.363360,1.501414,0.625882,133.981491,134.717743,79.366798,0.555669,-8.622965,-4.284983,127.715477,33.555508,146.572632
210,3.500000,-0.337394,1.474237,0.629598,133.981827,134.716797,79.367218,1.124268,-7.998509,-4.175573,127.583847,34.388687,146.675034
211,3.516667,-0.372979,1.516820,0.624492,133.982483,134.719208,79.369888,0.902264,-8.123286,-4.860158,127.465248,35.204933,146.769928
212,3.533333,-0.359919,1.512215,0.626547,133.982880,134.719986,79.372284,0.971225,-8.026815,-5.126400,127.363731,36.053108,146.869507
213,3.550000,-0.350485,1.477399,0.628443,133.980331,134.716064,79.364578,0.263090,-8.233929,-4.366611,127.282211,36.875839,146.959763
214,3.566667,-0.357897,1.483565,0.627829,133.982574,134.721451,79.376106,0.543469,-8.373505,-4.557911,127.207436,37.738495,147.065872
215,3.583333,-0.339829,1.491907,0.628171,133.983139,134.721298,79.375961,0.799634,-8.081503,-4.393497,127.120949,38.598732,147.168808
216,3.600000,-0.340179,1.488223,0.630914,133.983490,134.720413,79.374718,1.276521,-7.581368,-5.458628,127.049622,39.475937,147.276596
217,3.616667,-0.357863,1.465196,0.637423,133.982452,134.720230,79.373947,1.184331,-7.544107,-5.092505,126.992432,40.352596,147.382462
